Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux)
20240715112014,0.45,1003.14,39.98,45.39,14758.43
20240715113014,1.0,1002.09,41.18,41.63,12565.32
20240715114014,0.36,1001.12,43.24,37.47,10799.56
20240715115014,0.49,999.88,44.89,35.45,9459.13
20240715120014,0.48,999.71,45.87,32.64,16093.4
20240715121014,0.71,999.33,45.95,30.35,14873.41
20240715122014,0.86,998.2,47.73,26.77,13628.88
20240715123014,0.81,997.79,48.09,27.7,12552.26
20240715124014,0.98,998.39,47.06,30.16,16359.99
20240715125014,1.07,998.62,46.92,30.6,17802.41
20240715130014,1.18,999.35,46.57,31.53,24016.06
20240715131014,0.58,1002.84,39.03,48.1,17008.38
20240715132014,0.43,1002.53,40.61,42.33,13627.87
20240715133014,0.37,1001.26,44.45,34.83,18607.28
20240715134014,0.22,1001.34,46.88,31.11,35389.58
20240715135014,0.25,1000.81,48.03,27.27,34672.74
20240715140014,0.31,1001.07,46.79,28.12,33191.4
20240715141014,0.23,1001.0,48.09,26.33,37607.67
20240715142014,0.22,1000.94,48.72,24.97,42103.56
20240715143014,0.4,1001.11,48.61,25.47,46190.46
20240715144014,0.39,1001.38,48.64,25.29,48833.62
20240715145014,0.3,1001.39,49.18,25.81,52448.83
20240715150014,0.3,1002.02,48.39,26.66,55090.2
20240715151014,0.09,1007.43,34.09,58.63,26901.58
20240715152014,0.05,1006.27,37.41,49.61,28466.74
20240715153014,0.09,1006.63,39.48,44.55,41340.67
20240715154014,0.08,1007.18,40.63,39.63,51218.72
20240715155014,0.08,1006.15,43.25,33.41,55347.89
20240715160014,0.06,1006.0,42.34,33.65,50754.35
20240715161014,0.02,1005.79,43.8,30.7,56621.66
20240715162014,0.0,1005.21,45.35,27.39,59176.48
20240715163014,0.02,1005.06,46.35,25.68,64758.32
20240715164014,0.02,1005.48,45.95,26.06,65906.2
20240715165014,0.04,1005.81,46.81,25.18,73558.82
20240215090015,0.95,1013.73,33.35,46.14,79113.08
20240215091015,1.37,1013.89,19.76,76.57,13677.66
20240215092015,2.09,1013.05,20.88,68.04,8079.15
20240215093015,1.85,1013.68,23.87,60.41,24545.52
20240215094015,1.73,1014.09,23.68,58.37,24099.29
20240215095015,1.74,1013.58,25.53,52.03,26699.76
20240215100015,2.13,1013.42,27.26,47.02,39908.78
20240215101015,1.75,1014.74,13.78,88.01,-12645.24
20240215102015,1.85,1013.38,19.72,78.33,4126.31
20240215103015,2.06,1013.98,18.28,81.32,4286.41
20240215104015,1.5,1015.72,17.52,80.44,6184.18
20240215105015,1.72,1014.66,18.17,79.75,1552.52
20240215110015,2.03,1014.31,18.42,80.5,4586.98
20240215111015,2.06,1013.86,19.74,70.77,5036.56
20240215112015,2.03,1012.52,22.52,60.71,6051.54
20240215113015,1.78,1011.73,24.97,52.26,7321.12
20240215114015,2.13,1011.75,24.59,53.35,7831.85
20240215115015,1.58,1011.15,26.78,46.94,8038.67
20240215120015,1.73,1011.2,27.51,44.88,13676.69
20240215121015,1.41,1010.61,29.17,40.91,13681.8
20240215122015,1.23,1010.34,31.01,36.6,19000.91
20240215123015,1.3,1010.83,29.43,40.9,18422.02
20240215124015,1.14,1010.26,30.97,38.4,19194.45
20240215125015,1.28,1010.49,34.1,31.93,40571.98
20240215130015,1.39,1011.4,31.95,35.59,38831.76
20240215131015,1.58,1014.14,19.13,70.43,2558.78
20240215132015,1.68,1014.43,21.29,62.85,10909.45
20240215133015,1.88,1014.45,23.44,54.91,22292.54
20240215134015,2.06,1014.01,23.67,57.31,24351.57
20240215135015,1.88,1013.76,25.25,49.22,26279.81
20240215140015,2.11,1013.42,27.46,45.47,38534.31
20240215141015,1.82,1013.59,30.01,40.45,53788.01
20240215142015,1.68,1013.95,29.36,42.71,53061.96
20240215143015,2.0,1014.6,28.12,43.79,53865.18
20240215144015,1.89,1014.37,29.27,40.67,56296.64
20240215145015,1.8,1014.23,30.62,38.39,62041.14
20240215150015,1.99,1014.76,29.96,38.34,64255.38
20240215151015,0.73,1015.63,20.29,64.93,13208.72
20240215152015,0.49,1013.92,23.74,58.67,10721.64
20240215153015,0.3,1016.51,20.93,60.2,11961.67
20240215154015,0.26,1016.58,23.14,55.49,20251.95
20240215155015,0.13,1016.31,23.55,54.7,19642.28
20240215160015,0.09,1015.74,22.9,54.76,10200.84
20240215161015,0.05,1015.63,22.55,58.13,9487.65
20240215162015,0.07,1016.02,22.96,58.83,16871.58
20240215163015,0.08,1016.27,23.48,56.4,20636.36
20240215164015,0.05,1016.65,24.26,53.17,26364.45
20240215165015,0.01,1015.63,23.98,53.29,14682.37
20240218090015,0.11,1011.56,27.23,83.34,31011.64
20240218091015,0.11,1015.31,18.35,83.91,4385.36
20240218092015,0.05,1013.46,24.78,62.89,10287.11
20240218093015,0.07,1015.55,21.93,68.81,11843.87
20240218094015,0.08,1014.86,22.51,69.47,10746.85
20240218095015,-0.05,1014.5,23.23,69.19,11544.46
20240218100015,0.03,1015.36,23.8,63.67,18896.66
20240218101015,0.06,1014.58,23.87,67.6,15645.48
20240218102015,0.08,1014.62,24.17,66.66,18909.36
20240218103015,0.05,1014.12,24.95,64.06,17816.46
20240218104015,0.05,1014.45,26.04,59.87,25893.79
20240218105015,0.06,1014.19,27.48,55.16,30527.98
20240218110015,0.05,1013.93,29.0,49.79,35761.46
20240218111015,0.43,1014.15,19.18,84.15,-1310.87
20240218112015,1.18,1013.58,20.76,76.82,2535.07
20240218113015,2.02,1013.43,19.72,76.58,3286.64
20240218114015,1.19,1013.35,20.51,79.5,3540.11
20240218115015,1.42,1013.11,20.86,77.51,3955.09
20240218120015,1.27,1013.28,20.46,78.82,2874.15
20240218121015,1.61,1012.94,20.54,79.84,4232.97
20240218122015,1.77,1012.79,20.75,79.35,5827.03
20240218123015,0.81,1013.46,21.36,77.87,6783.9
20240218124015,1.49,1013.35,21.53,75.1,9908.23
20240218125015,0.98,1013.57,22.26,71.51,10787.94
20240218130015,1.13,1013.27,22.96,68.91,12708.03
20240218131015,0.34,1014.07,19.96,82.74,1471.23
20240218132015,0.18,1013.89,21.6,78.21,4261.27
20240218133015,0.15,1013.94,22.64,75.36,9917.37
20240218134015,0.11,1013.87,24.35,67.04,14621.43
20240218135015,0.09,1013.97,25.33,61.46,18508.67
20240218140015,0.09,1014.03,24.35,64.63,14869.97
20240218141015,0.07,1013.85,23.87,68.02,11785.22
20240218142015,0.06,1013.83,24.65,65.28,14675.07
20240218143015,0.05,1013.63,25.61,63.03,17656.08
20240218144015,0.05,1013.36,26.7,60.58,21092.34
20240218145015,0.04,1013.18,27.47,57.2,22782.32
20240218150015,0.03,1013.33,27.22,56.59,22839.9
20240218151015,-0.01,1014.63,19.14,85.75,-998.7
20240218152015,0.02,1014.23,21.4,78.01,2600.98
20240218153015,0.11,1014.49,22.14,76.21,10138.36
20240218154015,0.07,1014.42,24.47,71.06,21734.81
20240218155015,0.04,1013.05,25.74,65.88,15075.97
20240218160015,0.03,1012.12,27.96,62.48,20125.83
20240218161015,0.02,1012.64,24.99,66.19,8053.12
20240218162015,0.04,1013.03,24.98,67.05,10985.09
20240218163015,0.08,1012.96,25.87,64.56,14967.16
20240218164015,0.06,1012.89,26.88,62.1,19114.2
20240218165015,0.04,1012.07,28.12,59.46,18117.26
20240314090015,1.42,1014.37,18.61,87.6,7965.24
20240314091015,1.05,1016.13,16.17,85.13,1334.98
20240314092015,0.8,1016.3,16.92,83.62,2649.71
20240314093015,0.75,1016.38,16.88,83.7,2789.01
20240314094015,0.79,1016.26,16.8,85.3,2444.93
20240314095015,0.91,1016.21,16.83,84.77,2576.55
20240314100015,0.75,1016.34,17.17,83.41,3543.0
20240314101015,0.99,1016.08,17.26,82.93,3782.32
20240314102015,1.42,1015.41,17.58,83.37,4911.96
20240314103015,1.59,1015.21,17.87,82.51,6867.9
20240314104015,1.42,1015.36,18.04,80.95,7451.78
20240314105015,1.22,1015.6,18.37,78.91,8574.8
20240314110015,1.27,1015.43,18.53,78.89,8592.2
20240314111015,1.21,1015.3,16.19,90.39,-1021.07
20240314112015,0.83,1015.58,17.48,85.15,1301.05
20240314113015,1.02,1015.62,16.8,86.88,762.09
20240314114015,0.88,1015.55,17.18,88.23,1858.27
20240314115015,1.36,1015.13,16.92,88.47,1304.79
20240314120015,1.03,1015.48,17.06,88.21,2005.94
20240314121015,0.77,1015.73,17.13,87.73,1881.23
20240314122015,1.63,1014.67,17.25,88.77,2478.78
20240314123015,1.87,1014.56,17.28,88.61,4067.43
20240314124015,1.8,1014.54,17.26,88.07,3386.78
20240314125015,1.38,1015.0,17.5,86.44,4012.22
20240314130015,1.58,1014.76,17.53,86.68,4136.98
20240314131015,0.61,1015.99,18.8,70.85,1484.92
20240314132015,0.32,1016.56,18.32,74.28,2407.65
20240314133015,0.17,1016.1,18.73,75.71,910.95
20240314134015,0.11,1016.38,18.38,77.06,1060.84
20240314135015,0.1,1016.57,18.26,77.26,1262.15
20240314140015,0.14,1016.59,18.44,76.33,2199.48
20240314141015,0.11,1016.54,18.68,75.26,2081.25
20240314142015,0.1,1016.36,18.97,75.81,2718.03
20240314143015,0.08,1016.28,19.08,76.35,3389.09
20240314144015,0.07,1016.28,18.95,76.22,2773.62
20240314145015,0.1,1016.3,19.0,75.71,2928.82
20240314150015,0.14,1016.19,19.05,75.94,3027.33
20240314151015,0.08,1016.42,17.36,85.97,74.79
20240314152015,0.07,1016.44,17.63,84.37,585.27
20240314153015,0.07,1016.43,17.63,84.44,627.9
20240314154015,0.08,1016.31,17.75,85.25,1155.18
20240314155015,0.08,1016.24,17.73,85.59,1154.34
20240314160015,0.08,1016.23,17.85,85.33,1785.08
20240314161015,0.08,1016.15,17.91,86.06,2193.64
20240314162015,0.09,1016.14,17.93,86.63,2729.48
20240314163015,0.09,1016.23,18.15,85.12,3901.54
20240314164015,0.08,1016.24,18.21,84.17,3715.66
20240314165015,0.08,1016.29,18.37,82.87,4140.06
20240317090015,0.43,1009.78,37.19,48.32,66066.28
20240317091015,1.31,1010.5,21.97,98.49,10414.15
20240317092015,1.39,1011.82,22.09,88.49,10218.99
20240317093015,0.98,1010.54,27.28,71.09,19460.83
20240317094015,1.06,1011.02,29.57,56.73,30292.4
20240317095015,1.01,1010.41,31.29,51.28,34245.42
20240317100015,0.9,1010.49,28.92,57.39,25678.98
20240317101015,1.04,1010.0,26.64,69.63,14409.4
20240317102015,1.18,1010.49,27.76,64.68,24442.82
20240317103015,1.29,1010.51,33.14,49.05,48989.72
20240317104015,1.33,1009.22,37.25,38.04,56763.92
20240317105015,1.53,1009.47,37.17,37.65,62744.63
20240317110015,1.62,1009.76,36.59,37.57,65139.64
20240317111015,0.38,1012.5,22.07,88.14,15652.98
20240317112015,0.89,1012.87,22.8,80.88,14234.02
20240317113015,0.99,1011.62,28.27,66.4,31111.94
20240317114015,0.84,1012.13,30.26,56.22,42905.75
20240317115015,1.12,1011.71,30.3,52.14,41598.23
20240317120015,1.01,1012.74,26.99,58.22,34840.08
20240317121015,1.0,1011.5,26.37,63.34,20190.1
20240317122015,1.19,1011.72,29.08,59.02,39338.66
20240317123015,1.7,1013.32,33.22,44.04,75195.39
20240317124015,1.38,1012.42,35.64,38.08,78069.97
20240317125015,1.14,1011.9,36.64,36.43,79232.98
20240317130015,1.38,1012.12,36.16,37.24,82154.71
20240317131015,0.64,1012.35,21.85,89.69,16990.51
20240317132015,1.46,1012.82,19.55,92.69,3671.46
20240317133015,0.99,1012.64,20.41,94.72,5509.05
20240317134015,0.97,1012.48,21.6,87.68,7135.01
20240317135015,1.45,1011.69,21.77,87.7,5585.22
20240317140015,0.83,1012.69,21.41,85.94,5613.77
20240317141015,1.22,1012.22,21.21,86.07,4596.61
20240317142015,1.46,1011.85,21.55,84.89,5916.62
20240317143015,1.56,1011.48,22.16,84.3,7294.17
20240317144015,1.51,1011.37,22.49,83.29,8032.32
20240317145015,1.46,1011.54,22.65,79.57,7368.37
20240317150015,1.67,1011.43,23.36,74.15,8082.25
20240317151015,0.5,1013.68,21.99,75.53,9287.69
20240317152015,0.27,1013.92,22.44,72.91,8821.98
20240317153015,0.14,1013.85,23.01,72.77,10221.62
20240317154015,0.11,1013.95,24.01,68.99,14670.96
20240317155015,0.11,1013.77,25.05,65.08,17715.42
20240317160015,0.09,1013.46,24.83,65.61,13232.1
20240317161015,0.12,1013.39,24.43,67.41,11518.25
20240317162015,0.1,1013.4,25.09,66.04,15292.78
20240317163015,0.11,1014.6,28.54,57.32,45626.54
20240317164015,0.12,1013.31,33.37,44.53,58244.78
20240317165015,0.13,1011.71,37.19,35.52,63157.86
20240412090015,0.02,1008.77,41.08,36.52,68612.01
20240412091015,0.03,1010.25,25.72,79.17,6979.81
20240412092015,-0.07,1010.09,27.54,70.61,6369.25
20240412093015,0.09,1011.26,26.65,74.02,12188.65
20240412094015,0.11,1011.14,27.01,73.54,14264.78
20240412095015,0.05,1010.88,27.45,71.88,14057.95
20240412100015,0.06,1010.66,28.3,69.3,16644.04
20240412101015,0.13,1011.13,27.39,69.72,16830.22
20240412102015,0.1,1010.64,28.02,67.38,13366.22
20240412103015,0.22,1010.57,29.15,64.86,20279.55
20240412104015,0.12,1010.77,29.53,61.56,22375.76
20240412105015,0.1,1010.72,29.69,61.7,22770.98
20240412110015,0.11,1010.71,29.86,60.7,22955.59
20240412111015,0.05,1008.86,26.69,88.94,1587.24
20240412112015,0.1,1006.94,32.74,62.96,7234.93
20240412113015,0.07,1007.3,32.71,62.95,11148.4
20240412114015,0.04,1007.4,32.17,62.25,10344.89
20240412115015,0.03,1006.44,34.06,58.31,9469.75
20240412120015,0.08,1005.65,36.23,50.66,12575.63
20240412121015,0.07,1004.45,38.33,45.45,12882.16
20240412122015,0.01,1005.16,36.9,49.6,13273.04
20240412123015,-0.01,1005.65,36.44,50.4,13461.07
20240412124015,0.0,1006.14,36.46,49.36,17350.24
20240412125015,0.0,1006.05,37.09,48.35,19499.77
20240412130015,0.01,1005.22,39.29,42.3,21068.73
20240412131015,0.02,1010.76,23.79,88.01,566.29
20240412132015,0.05,1010.88,25.04,86.86,6544.49
20240412133015,0.12,1011.12,25.08,85.25,10380.84
20240412134015,0.11,1010.71,26.18,79.38,11835.04
20240412135015,0.06,1010.35,25.94,79.9,7120.13
20240412140015,-0.04,1009.7,27.59,76.57,10159.14
20240412141015,0.05,1009.62,33.18,56.66,35806.97
20240412142015,0.07,1008.99,33.92,52.76,30775.16
20240412143015,0.07,1008.81,35.46,48.2,35890.39
20240412144015,0.05,1008.56,34.82,50.9,30981.92
20240412145015,0.02,1008.4,30.71,62.06,7968.19
20240412150015,0.03,1009.73,35.48,49.59,46311.46
20240412151015,0.08,1009.98,25.71,92.08,10531.58
20240412152015,0.03,1011.69,21.79,98.11,1942.47
20240412153015,0.1,1010.49,24.76,91.82,5240.17
20240412154015,0.05,1011.31,23.55,93.18,8198.16
20240412155015,0.1,1010.4,24.27,92.55,3318.88
20240412160015,0.11,1010.54,24.4,91.59,6109.18
20240412161015,0.05,1010.6,24.49,90.28,6074.68
20240412162015,0.04,1010.26,25.13,89.09,6319.03
20240412163015,0.07,1010.02,25.65,88.03,7078.56
20240412164015,0.09,1010.34,25.65,84.05,6804.28
20240412165015,0.07,1010.45,25.75,82.98,6283.9
20240518090015,0.02,1007.82,32.68,64.59,20046.07
20240518091015,0.62,1008.57,27.15,102.12,17625.52
20240518092015,0.54,1007.94,28.4,96.15,18326.47
20240518093015,0.11,1007.81,30.46,94.7,27675.25
20240518094015,0.39,1007.21,30.1,99.02,26431.13
20240518095015,0.24,1007.0,29.95,98.7,23976.26
20240518100015,0.73,1006.96,29.51,97.35,24114.82
20240518101015,1.1,1006.58,29.29,99.44,24279.44
20240518102015,1.0,1006.43,32.44,87.66,36440.83
20240518103015,0.96,1006.13,33.45,70.36,29486.55
20240518104015,1.27,1006.44,32.95,79.47,37877.83
20240518105015,0.84,1006.55,33.01,73.01,32122.21
20240518110015,0.82,1006.37,31.98,76.78,23444.15
20240518111015,0.15,1008.37,26.95,99.83,16296.6
20240518112015,0.22,1007.86,28.27,95.69,16644.2
20240518113015,0.2,1008.5,29.44,88.84,25587.44
20240518114015,0.14,1008.83,29.58,85.96,27283.6
20240518115015,0.15,1008.78,29.87,84.39,26876.5
20240518120015,0.15,1009.0,29.6,82.02,25390.48
20240518121015,0.07,1008.97,30.46,77.86,25906.51
20240518122015,0.06,1008.84,34.02,64.11,39772.28
20240518123015,0.02,1008.6,31.82,71.41,26034.73
20240518124015,0.05,1008.59,33.75,64.73,35045.5
20240518125015,0.04,1008.82,33.43,66.03,36748.36
20240518130015,0.0,1008.58,29.73,76.55,16023.02
20240518131015,1.48,1010.55,26.92,75.77,23957.64
20240518132015,0.88,1010.54,27.53,69.99,22485.68
20240518133015,0.9,1010.51,29.41,63.98,29873.51
20240518134015,0.98,1009.93,29.22,65.43,24609.38
20240518135015,1.0,1009.78,30.22,60.22,26833.65
20240518140015,1.33,1009.46,29.65,62.17,23666.2
20240518141015,1.83,1009.31,29.48,60.71,25085.73
20240518142015,1.53,1009.55,33.38,50.04,45340.33
20240518143015,1.41,1008.68,32.51,50.79,30287.91
20240518144015,1.54,1008.71,33.14,49.97,36318.55
20240518145015,1.25,1008.79,33.71,47.1,37100.14
20240518150015,1.19,1008.3,31.82,52.5,22937.94
20240518151015,1.29,1010.37,26.41,71.41,16810.99
20240518152015,1.18,1009.73,28.41,65.12,18139.93
20240518153015,1.13,1010.16,29.8,59.2,27132.41
20240518154015,0.8,1010.3,30.07,57.52,26226.46
20240518155015,1.31,1009.8,29.7,57.62,23181.51
20240518160015,1.83,1009.58,29.04,58.89,22558.38
20240518161015,1.73,1009.26,29.9,55.48,22952.92
20240518162015,1.54,1008.69,32.4,48.92,28666.28
20240518163015,1.47,1008.11,32.88,47.4,25049.72
20240518164015,1.71,1008.54,32.84,47.82,31836.77
20240518165015,1.52,1008.82,32.63,48.19,32509.68
20240530090015,0.09,1003.78,44.03,59.07,63232.33
20240530091015,-0.0,1008.52,25.67,100.78,15227.42
20240530092015,0.18,1008.21,27.26,97.2,9793.08
20240530093015,-0.04,1008.83,27.82,99.79,18133.49
20240530094015,0.06,1007.77,29.36,96.74,19133.88
20240530095015,0.03,1006.76,33.71,89.35,38265.64
20240530100015,0.1,1005.92,40.45,55.9,58020.8
20240530101015,-0.01,1006.38,39.07,58.72,54070.49
20240530102015,-0.01,1006.22,41.69,48.42,62544.29
20240530103015,-0.01,1006.41,42.93,45.2,67488.46
20240530104015,0.01,1006.5,43.04,41.96,68291.31
20240530105015,0.04,1006.76,43.8,42.08,76510.34
20240530110015,-0.04,1006.67,44.44,37.52,73791.3
20240530111015,-0.01,1007.89,30.04,89.27,21890.97
20240530112015,0.14,1009.0,27.25,95.7,15416.66
20240530113015,0.07,1008.0,29.41,99.65,20903.14
20240530114015,0.07,1007.5,30.56,93.43,24206.14
20240530115015,-0.0,1007.11,37.51,70.3,59320.76
20240530120015,0.09,1006.26,40.82,50.46,60556.47
20240530121015,0.05,1007.3,40.16,49.8,67846.4
20240530122015,0.06,1007.42,41.3,46.09,66817.2
20240530123015,0.0,1008.14,43.05,40.79,87994.01
20240530124015,0.06,1007.5,42.09,41.01,71452.01
20240530125015,0.0,1007.87,44.71,35.56,90414.52
20240530130015,-0.03,1007.88,44.45,32.23,82152.5
20240530131015,0.25,1007.73,30.92,83.45,22702.96
20240530132015,1.19,1008.35,27.75,89.18,16138.62
20240530133015,0.33,1008.21,29.68,87.15,20013.55
20240530134015,0.67,1007.64,31.31,76.97,22844.22
20240530135015,0.12,1005.85,35.3,65.76,21160.4
20240530140015,0.36,1001.43,42.67,37.82,9256.01
20240530141015,0.32,1000.09,43.78,36.95,16197.64
20240530142015,0.33,999.92,43.41,36.85,8716.43
20240530143015,0.31,998.54,47.05,30.72,11738.98
20240530144015,0.37,998.62,47.05,28.78,12679.22
20240530145015,0.31,999.86,46.75,30.77,21707.01
20240530150015,0.41,1000.51,46.96,30.13,26331.49
20240530151015,0.51,1008.83,29.48,70.15,15310.74
20240530152015,0.55,1008.93,28.33,80.36,13228.22
20240530153015,0.27,1008.6,31.4,70.53,23984.03
20240530154015,0.34,1008.58,31.78,67.83,27345.31
20240530155015,0.22,1008.16,36.05,51.87,46567.0
20240530160015,0.18,1005.88,42.01,38.0,52383.1
20240530161015,0.16,1005.33,42.16,36.36,49600.18
20240530162015,0.13,1004.57,44.76,32.02,53250.9
20240530163015,0.05,1004.7,46.58,27.75,68111.64
20240530164015,0.18,1004.92,45.49,28.53,65247.21
20240530165015,0.26,1004.89,46.58,26.06,68675.28
20240605090015,0.02,1006.37,40.06,42.95,44514.22
20240605091015,0.11,1009.29,26.14,101.3,15900.37
20240605092015,0.03,1008.96,28.81,91.76,20153.05
20240605093015,0.14,1009.09,29.15,88.08,24013.03
20240605094015,0.03,1008.92,29.5,84.61,23319.68
20240605095015,0.07,1008.52,33.39,65.0,36040.17
20240605100015,0.1,1008.25,35.82,56.25,46330.8
20240605101015,0.09,1008.04,34.99,57.02,38956.2
20240605102015,0.1,1008.06,37.2,49.92,48864.92
20240605103015,0.11,1007.22,39.14,42.23,46276.24
20240605104015,0.1,1007.83,39.18,40.15,52404.43
20240605105015,0.09,1007.35,40.97,37.58,55945.7
20240605110015,0.01,1007.47,39.55,41.02,49521.44
20240605111015,0.02,1010.73,25.94,88.17,18389.78
20240605112015,0.04,1010.34,28.96,74.38,22553.62
20240605113015,0.14,1010.75,29.1,73.21,27784.98
20240605114015,0.09,1010.75,28.95,71.55,26430.2
20240605115015,0.08,1010.14,32.36,57.91,35446.54
20240605120015,0.08,1009.74,35.66,47.67,48517.76
20240605121015,0.08,1009.77,35.39,46.08,47694.59
20240605122015,0.08,1009.65,36.67,42.79,52371.7
20240605123015,0.06,1009.38,38.0,37.81,54683.65
20240605124015,0.06,1008.8,39.13,34.92,54258.04
20240605125015,0.07,1008.72,40.69,32.32,63202.17
20240605130015,-0.0,1008.83,39.17,35.23,54151.24
20240605131015,1.13,1010.35,25.57,80.54,14608.92
20240605132015,1.69,1009.43,28.11,67.41,16510.39
20240605133015,2.23,1009.54,27.89,67.97,21913.19
20240605134015,1.29,1009.0,29.21,66.7,20356.68
20240605135015,1.38,1008.39,32.64,53.08,27747.73
20240605140015,0.97,1008.29,34.63,46.57,33514.52
20240605141015,0.92,1007.63,35.4,43.75,31770.23
20240605142015,0.84,1007.58,36.27,40.24,36399.7
20240605143015,0.8,1006.54,38.17,35.02,34606.56
20240605144015,1.17,1006.5,38.69,32.86,40445.65
20240605145015,1.03,1005.85,40.72,30.51,43840.23
20240605150015,1.28,1005.71,40.68,32.32,46090.43
20240605151015,0.57,1011.43,26.59,67.04,21402.55
20240605152015,0.95,1009.51,29.89,57.87,17215.18
20240605153015,0.91,1010.91,29.65,53.45,25009.94
20240605154015,0.46,1010.87,29.96,54.61,23463.9
20240605155015,0.43,1010.22,33.16,45.05,31791.32
20240605160015,0.29,1008.94,36.56,37.68,37291.72
20240605161015,0.46,1008.54,36.6,36.47,39515.66
20240605162015,0.37,1007.97,38.42,32.12,42125.4
20240605163015,0.34,1007.4,39.75,29.25,43754.0
20240605164015,0.32,1006.74,41.16,27.23,46259.86
20240605165015,0.62,1006.58,41.86,26.4,52605.06
20240704090015,-0.0,1001.68,48.94,34.55,57405.79
20240704091015,-0.04,1007.33,31.36,71.88,17360.97
20240704092015,-0.06,1006.76,33.77,62.3,14477.21
20240704093015,0.06,1007.22,34.44,60.53,19975.1
20240704094015,0.03,1007.68,34.47,59.17,25461.43
20240704095015,0.05,1007.39,35.47,55.48,29045.56
20240704100015,0.04,1007.14,36.23,52.84,30836.74
20240704101015,0.04,1007.38,36.43,50.94,34367.26
20240704102015,0.06,1007.01,37.1,49.14,32990.53
20240704103015,0.05,1006.99,37.77,47.41,36582.98
20240704104015,0.04,1006.97,38.07,45.88,37554.19
20240704105015,0.06,1006.9,39.13,41.85,40831.58
20240704110015,0.02,1006.67,40.0,39.43,42684.75
20240704111015,0.0,1004.84,39.46,53.99,27838.24
20240704112015,0.02,1004.24,41.72,46.56,38504.0
20240704113015,0.03,1004.22,42.05,43.88,37625.81
20240704114015,0.0,1004.38,42.62,41.83,42228.18
20240704115015,0.0,1004.47,43.69,39.03,48307.03
20240704120015,0.0,1004.65,44.11,36.68,51427.7
